item_number,url,title,brand,advertised_price,autoship_price,weight,desc,Prescription
143259,https://www.chewy.com/purina-one-natural-smartblend-chicken/dp/170134,Purina ONE Natural SmartBlend Chicken & Rice Formula Dry Dog Food,Purina ONE,$60.48,$57.46,40 pounds,"Serve your faithful canine companion flavor-filled, 100 percent complete and balanced nutrition of Purina ONE Chicken and Rice Formula Dry Dog Food. This high-protein recipe features real chicken as the number one ingredient to help promote strong muscles and a healthy heart. The prebiotic fiber aids in healthy digestion, while four antioxidant sources—vitamin A, vitamin E, zinc and selenium—support immune function. This formula also includes glucosamine to help promote dog hip and joint health. With zero percent fillers, every ingredient works to support your pal. Plus, it’s highly digestible to help ensure your dog is getting the most out of every meal.",Non-Rx
767782,https://www.chewy.com/dog-chow-complete-adult-real-beef-dry/dp/158685,"Dog Chow Complete Adult with Real Beef Dry Dog Food, 40-lb bag",Dog Chow,$28.99,,40 pounds,"Purina Dog Chow Complete Dry Dog Food Kibble Beef Flavor is a su-paw tasty kibble with a beef flavor that furbabies love. This wholesome recipe delivers complete and balanced nutrition for adult dogs. It features 23 vitamins and minerals plus lots of antioxidants to support your best friend’s immune health. Each bite contains plenty of protein to support your furbaby’s muscle health, too.",Non-Rx
104197,https://www.chewy.com/iams-proactive-health-minichunks/dp/29298,Iams Proactive Health MiniChunks Small Kibble Adult Chicken & Whole Grain Dry Dog Food,Iams,$59.98,$56.98,38.5 pounds,Give your pup a big bowl of nutritious bites with IAMS Proactive Health MiniChunks Small Kibble Adult Chicken & Whole Grain Dry Dog Food. This protein-packed dog food comes in a smaller kibble size to give your pal just the right-sized mouthful at mealtimes. Real farm-raised chicken is the first ingredient—a premium-sourced protein that can help your pooch build strong muscles. It also promotes healthy digestion with a specifically formulated blend of wholesome fibers and prebiotics. And it contains immune-supporting antioxidants to help promote a strong immune system. These mighty mini-morsels are full of nutritious and delicious benefits for your best pal!,Non-Rx
154549,https://www.chewy.com/taste-wild-pacific-stream-smoke/dp/30076,Taste of the Wild Pacific Stream Smoke-Flavored Salmon Grain-Free Dry Dog Food,Taste of the Wild,$58.99,$56.04,28 pounds,"Modern science proves that dogs share DNA with wolves. With Taste of the Wild Pacific Stream Smoke-Flavored Salmon Grain-Free Dry Dog Food, you can satisfy your canine’s cravings from his wild past, while also providing him with the proper ingredients and nutrition he needs to thrive. This fish-protein, grain-free recipe is crafted with sweet potatoes to provide energy for your sensitive sidekick, real smoke-flavored salmon, and fruits and veggies for the antioxidants needed to help your furry explorer live a healthy lifestyle. With this recipe, you can give your dog a taste of the wild!",Non-Rx
100130,https://www.chewy.com/purina-beneful-originals-farm-raised/dp/28736,Purina Beneful Originals With Farm-Raised Beef Real Meat Dog Food,Purina Beneful,$5.98,$5.68,3.5 pounds,"Give your pooch healthy nutrition with Purina Beneful Originals with Farm-Raised Beef, with Real Meat Dog Food! Featuring farm-raised beef as the number one ingredient, this naturally delicious premium food is made with added vitamins, minerals and nutrients and without artificial preservatives or flavors and with colors only from natural sources. Crafted with antioxidants to deliver immune support, 23 grams of protein per cup to help maintain muscle health and 23 essential vitamins and minerals, this real meat kibble provides 100% complete, balanced nutrition for your best pal.",Non-Rx
51597,https://www.chewy.com/rachael-ray-nutrish-real-beef-pea/dp/36742,"Rachael Ray Nutrish Real Beef, Pea, & Brown Rice Recipe Dry Dog Food",Rachael Ray Nutrish,$10.97,$10.42,6 pounds,"The Rachael Ray Nutrish Dry Dog Food, Real Beef, Pea & Brown Rice Recipe is su-paw nutritious and delicious! Real beef is the first ingredient, and it supports healthy organs and helps your furbaby to maintain lean muscle mass. Fiber sources like peas and brown rice help to support healthy digestion for a happy tummy. Omega-3 fatty acids from fish oil promote an active mind, and antioxidants help to support a healthy body. Whole grains help to maintain balanced energy levels. This food does all of that with no fillers, artificial flavors, artificial preservatives or other bad stuff. Plus, a portion of the proceeds will be donated to The Rachael Ray Foundation, which helps animals in need. Paw-some!",Non-Rx
91980,https://www.chewy.com/purina-one-plus-adult-high-protein/dp/29827,Purina ONE +Plus Adult High-Protein Healthy Weight Formula Dry Dog Food,Purina ONE,$30.28,$28.77,16.5 pounds,"Help your dog maintain their ideal weight with Purina ONE Plus Healthy Weight High-Protein Dog Food Dry Formula. This high-protein recipe features real turkey as the number one ingredient to help support strong muscles and a healthy heart. The crunchy texture and calcium work together to promote strong teeth and healthy gums, while a blend of four antioxidant sources supports healthy immune function. This formula also includes glucosamine to bolster your dog’s hip and joint health. With zero percent fillers, every ingredient works to support your pal. Plus, it’s highly digestible to help ensure your dog is getting the most out of every meal!",Non-Rx
100084,https://www.chewy.com/purina-beneful-healthy-weight-farm/dp/28732,Purina Beneful Healthy Weight with Farm-Raised Chicken Dry Dog Food,Purina Beneful,$5.98,$5.68,3.5 pounds,"Keep your pooch fit and trim with Purina Beneful Healthy Weight Dry Dog Food with Farm-Raised Chicken! Featuring USA farm-raised chicken as the number one ingredient, this naturally delicious premium food includes accents of real apples, carrots and green beans. It’s made without artificial preservatives or flavors and with colors only from natural sources. Crafted with calorie-smart nutrition to help maintain a healthy weight, this nutritious food includes 25 grams of protein per cup to help support strong, lean muscles and 23 essential vitamins and minerals, providing 100% complete, balanced nutrition for your best pal.",Non-Rx
48878,https://www.chewy.com/hills-science-diet-adult-small-bites/dp/29973,Hill's Science Diet Adult Small Bites Chicken & Barley Recipe Dry Dog Food,Hill's Science Diet,$18.99,$18.04,5 pounds,"Give your small dog precisely balanced nutrition for a visible difference with the Hill's Science Diet Adult Small Bites Chicken & Barley Recipe Dry Dog Food. Made with an exclusive blend of omega 6 fatty acids and other nourishing nutrients, this recipe promotes a noticeably shiny coat in just 30 days—and the small kibble size is perfect for tiny mouths. There’s also fresh chicken to maintain strong, lean muscles and an ideal body condition, and a clinically proven blend of antioxidants for a healthy immune system. The natural, high quality ingredients make it easy to digest, making this food an excellent choice for your fit-minded dog.",Non-Rx
108423,https://www.chewy.com/american-journey-salmon-sweet-potato/dp/135821,American Journey Salmon & Sweet Potato Recipe Grain-Free Dry Dog Food,American Journey,$60.48,$57.46,23.99 pounds,"American Journey Grain-Free recipes are crafted to fuel your dog’s day and satisfy their primal appetite for protein. When it comes to your dog’s food, there’s no need to overcomplicate what nature made simple—start with delicious salmon, and add in nutrient-dense fruits and vegetables, plus vitamins and minerals. And there are no unnecessary extras like wheat, corn, soy, or poultry by-product meals. Serve up a bowl of nutrition that’s made for more moments together, wherever your journey takes you.",Non-Rx
