item_number,url,title,brand,advertised_price,autoship_price,weight,desc,Prescription
97574,https://www.chewy.com/fluval-plant-shrimp-stratum-plant/dp/125135,Fluval Plant & Shrimp Stratum Plant Care,Fluval,$38.57,$36.64,,"Control discoloration and keep newborn shrimp safe with Fluval Plant & Shrimp Stratum Plant Care. Newborn shrimp need a place to hide and escape from predators until they are grown. Fluval Plant & Shrimp Stratum Plant Care is an ideal substrate that provides baby shrimp refuge, a nutrient-rich anchoring for plants and vast porous surface for nitrifying bacteria. It does not discolor water and helps control organic discoloration that occurs when natural driftwood is used. The light and small composition is ideal for shrimp to climb on.",Non-Rx
154992,https://www.chewy.com/fluval-co2-aquarium-indicator-kit/dp/181755,Fluval CO2 Aquarium Indicator Kit,Fluval,$5.85,$5.56,2.08 ounces,"Help monitor and measure approximate CO2 levels in your saltwater or freshwater aquarium with Fluval’s CO2 Aquarium Indicator Kit. All plants need carbon to grow—the same way humans and animals need food to thrive, plants need a little something to keep going, too. Carbon deficiency is a leading cause of poor aquatic growth, but this kit will help you maintain the proper levels in your aquarium. It comes with one 10 ml CO2 indicator liquid, a color check sticker to help gauge CO2 levels and one CO2 indicator.",Non-Rx
364975,https://www.chewy.com/aquascape-aquatic-pond-planter-2/dp/391190,"Aquascape Aquatic Pond Planter, 2 count",Aquascape,$8.73,,1.76 ounces,Keep your finned friends happy and healthy with the Aquascape Aquatic Pond Planter! This versatile planter is made from highly durable mesh fabric. It features a flexible and porous material designed to let water in and allow nutrient absorption while preventing accidental spillage of plant soil into your pond. Create a welcoming space for you and your scaly sidekicks!,Non-Rx
230184,https://www.chewy.com/dennerle-co2-micro-flipper-fish/dp/256691,Dennerle CO2 Micro-Flipper Fish Aquarium Diffuser,Dennerle,$32.00,,,Power-up your plant pals with the Dennerle CO2 Micro Flipper. This compact CO2 ladder diffuser is designed for nano-sized aquariums up to eight gallons. It’s crafted to allow more contact time for CO2 to dissolve in water. This ladder diffuser is built to be highly effective and features a non-mechanical design for durability and efficiency.,Non-Rx
780302,https://www.chewy.com/laguna-once-year-fertilizer-spike/dp/780294,"Laguna Once-A-Year Fertilizer Spike Aquatic Plant Fertilizer, 3 count",Laguna,$9.99,,3.20 ounces,"The Laguna Once-A-Year Fertilizer Spike Aquatic Plant Fertilizer is a simple, easy way to support the health of your aquatic plants. The spikes deliver nutrition to your plants for up to a year, making for hands-off care. The sticks are temperature-activated, and they release nutrients only when temperatures are at or above 50 degrees Fahrenheit, so plants get the nutrients when they need them most. Once the spikes are activated, they slowly release a well-balanced formula to maximize your plants’ color and size. The fertilizer is non-toxic to fish and plants and won’t negatively affect your water.",Non-Rx
364973,https://www.chewy.com/aquascape-aquatic-lily-planters-pond/dp/391188,Aquascape Aquatic Lily Planters Pond Planter,Aquascape,$12.98,,3.44 ounces,Keep your finned friends happy and healthy with the Aquascape Aquatic Lily Planters Fish Plant! This versatile planter is made from highly durable mesh fabric. It features a flexible and porous material designed to let water in and allow nutrient absorption while preventing accidental spillage of plant soil into your pond. Create a welcoming space for you and your scaly sidekicks!,Non-Rx
238551,https://www.chewy.com/reeflowers-aquaplants-ferrous/dp/265041,"Reeflowers AquaPlants Ferrous Solution V Aquarium Plant Treatment, 34-oz bottle",Reeflowers,$17.67,$16.79,,Give your aquatic amigo the iron he needs with Reeflowers AquaPlants  Ferrous Solution V Aquarium Plant Treatment. This water treatment for aquarium plants is designed to effectively increase iron levels. It is specially formulated to promote growth and coloration — especially in red plants. This water treatment is crafted to help eliminate iron deficiency that can cause yellow or pale leaves. It is a highly-concentrated iron solution that includes carbon to help stimulate growth and overall health.,Non-Rx
97035,https://www.chewy.com/aqueon-aquarium-freshwater-plant-food/dp/124598,Aqueon Aquarium Freshwater Plant Food,Aqueon,$11.03,$10.48,,"Aqueon Aquarium Freshwater Plant Food helps rejuvenate freshwater plants that might lack the proper nutrients. Within enclosed aquarium systems, essential nutrients tend to deplete rapidly. This food replaces lost micro and macro nutrients to encourage new growth and help plants flourish. Kelp extract is included as a source of cytokinin, which promotes strong root development. You can easily adjust the dosage depending on how many plants you have and the desired growth rate.",Non-Rx
780398,https://www.chewy.com/laguna-contour-planting-basket-18-x-8/dp/780390,"Laguna Contour Planting Basket, 18 x 8-in",Laguna,$6.99,,4.00 ounces,"The Laguna Contour Planting Basket is an easy and convenient way to put plants in your pond. The lattice design allows water to freely flow through, so plants receive plenty of water. The lattice design also helps prevent roots from being compacted. The sturdy basket is tough enough to be placed at the bottom of ponds. It’s also light enough to float at the pond surface, helping to protect plant roots from nibbling fish. The basket features a convenient handle for easy grasping. Adding plants to a pond can provide food, shelter and shade for fish and can help maintain your pond’s biological balance. This basket can make that easy.",Non-Rx
517478,https://www.chewy.com/eheim-adjustable-fish-aquarium-air/dp/517470,Eheim Adjustable Fish Aquarium Air Diffuser,Eheim,$7.86,,0.56 ounces,"Help improve your aquarium water’s oxygenation with the Eheim Adjustable Fish Aquarium Air Diffuser! Great for saltwater and freshwater aquariums, you can mount this diffuser at the end of the outlet hose, close to the surface of the water and fixed on the tank wall. This creates an injection angle (which is as flat as possible), and helps create movement within the water. You will place the diffuser's air hose outside the aquarium and you can dose the amount of sucked air using the enclosed pressure adjusting clamp. The diffuser mixes the supplied air flow with return water, which is injected under the surface of the water with the pressure of the filter pump.",Non-Rx
