item_number,url,title,brand,advertised_price,autoship_price,weight,desc,Prescription
109458,https://www.chewy.com/buckeye-nutrition-all-natural/dp/136837,"Buckeye Nutrition All-Natural Peppermint Horse Treats, 4-lb bag",Buckeye Nutrition,$12.95,$12.30,,"Pony up the good stuff with Buckeye Nutrition All Natural Peppermint Bits Horse Treats. Specially crafted for horses of all ages, these treats are a tasty way to reward your horse after a day of happy trails. Made with natural peppermint oil for an enticing flavor, these all-natural treats are free of additives, preservatives, and artificial flavorings. And with zero added sugar, it’s easily digestible and perfectly nutritious. Plus, the bag is designed with a handy reseal to keep them fresh.",Non-Rx
204124,https://www.chewy.com/ametza-alfalfa-oats-hay-replacer/dp/230738,"Ametza Alfalfa-Oats Hay Replacer Pellets All-Natural Farm Animal & Horse Forage, 50-lb bag",Ametza,$31.50,$29.92,50 pounds,"Provide your hoofed friend with the energy he needs to take on the day with Ametza Alfalfa-Oats Hay Replacer Pellets All-Natural Horse Forage. Made with all-natural ingredients, this everyday feed features sun cured alfalfa and oat hay first with a premix of vitamins and minerals essential to your animal's well-being. It also provides your companion with complete nutrition. Consider Ametza Fortified Alfalfa Oat Pellets Feed as a convenient and quality option for your horse.",Non-Rx
233907,https://www.chewy.com/adm-forage-first-juniorglo-horse-feed/dp/260408,"ADM Forage First JuniorGlo Horse Feed, 50-lb bag",ADM,$39.99,$37.99,50 pounds,"ADM Forage First JuniorGlo Horse Feed is carefully formulated to deliver the optimal nutrition your young horse needs to start life off on the right hoof. Designed to promote optimal growth in foals from three months to three years, this ultra-premium concentrated feed is also suitable for broodmares when you’re feeding lower-quality forage. Free of corn and corn starch, this feed has no whole grains and is low in starch and sugar. It’s full of good stuff like stabilized rice bran, ground flax seed and vegetable oil. Fiber from alfalfa and soybean hulls is easily digestible. Plus, a blend of essential amino acids, fatty acids, organic minerals and antioxidants supports peak growth. This feed is also fortified with high-quality protein sources and added lysine to support optimal muscle development in your young equine friends",Non-Rx
218741,https://www.chewy.com/manna-pro-bite-size-nuggets/dp/269355,Manna Pro Bite-Size Nuggets Peppermint Flavored Horse Training Treats,Manna Pro,$13.11,$12.45,4 pounds,"Treat your mane man to Manna Pro Bite-Size Nuggets for Horses! These bite-sized snacks make a nutritional treat or reward for your horse. Horses absolutely love these peppermint-flavored treats—and with added vitamins and minerals, you’ll love giving them! Each tasty, pocket-sized bite is perfect for training, rewarding, stretching and pampering your horse on any occasion. They’re so good, your hay baby will treat you to a nicker whenever you open the bag!",Non-Rx
199826,https://www.chewy.com/equus-magnificus-german-horse-muffin/dp/226451,Equus Magnificus The German Horse Muffin Molasses Horse Treats,Equus Magnificus,$69.99,$66.49,16 pounds,"Skip the sugar cubes and give your hoofed friend Equus Magnificus The German Horse Muffin Horse Treat. This sweet treat is made of a wholesome blend of ingredients and fortified with vitamins so you can feel good about how you’re nourishing your mane pal. With a soft and ultra-chewable texture, it’s easy to enjoy and great for hiding medicine inside. Plus, the bag is designed with a handy resealable top to keep these Horse Muffins fresh.",Non-Rx
242864,https://www.chewy.com/manna-pro-nuggets-bite-size-alfalfa/dp/269349,"Manna Pro Nuggets Bite-Size Alfalfa & Molasses Flavored Horse Training Treats, 1-lb bag",Manna Pro,$3.99,$3.79,1 pound,"Treat your mane man to Manna Pro Bite-Size Nuggets for Horses! These bite-sized snacks make a nutritional treat or reward for your horse. Horses absolutely love these alfalfa and molasses-flavored treats—and with added vitamins and minerals, you’ll love giving them! Each tasty, pocket-sized bite is perfect for training, rewarding, stretching and pampering your horse on any occasion. They’re so good, your hay baby will treat you to a nicker whenever you open the bag!",Non-Rx
302038,https://www.chewy.com/probios-equine-probiotic-apple-flavor/dp/328360,Bundle: Probios Equine Probiotic Apple Flavor Soft Chew Supplement + Equus Magnificus The German Horse Muffin Molasses Horse Treats,Probios,$22.74,$21.60,,"Probios Equine Probiotic Soft Chew Horse Supplement provides your hoofed friend with a boost to his digestive system. And when it’s snack time, you can give them tasty and nutritious Equus Magnificus The German Horse Muffin Horse Treats. These apple-flavored chews support the balance of naturally-occurring beneficial bacteria to maintain a healthy appetite and digestion. They also help with normal body function and gut balance. And these sweet treats let you skip the sugar cubes while giving them a wholesome blend of vitamins. With a soft and ultra-chewable texture, it’s easy to enjoy and great for hiding medicine inside. Plus, the bag is designed with a handy resealable top to keep these Horse Muffins fresh.",Non-Rx
106291,https://www.chewy.com/horsemens-pride-all-natural-himalayan/dp/133725,Horsemen's Pride All-Natural Himalayan Salt on a Rope Salt Block Horse Treat,Horsemen's Pride,$10.95,,4.4 pounds,"Horsemen's Pride Salt on a Rope Horse Treat helps reduce boredom while giving your horse the nutrients she needs. This horse treat features pure Himalayan salt that is incredibly dense to resist breakage from biting, making it last much longer than softer salt snacks. This beneficial treat helps your horse meet her sodium and chloride requirements for overall health—important year round, but especially when the weather warms up. Horsemen's Pride Salt on a Rope Horse Treat will keep your galloping friend healthy, happy and satisfied.",Non-Rx
199818,https://www.chewy.com/equus-magnificus-german-high-fiber/dp/226445,Equus Magnificus The German High Fiber Beet Horse Treats,Equus Magnificus,$29.95,$28.45,6 pounds,"Skip the sugar cubes and give your hoofed friend Equus Magnificus The German Beet Horse Treat—a sweet treat that’s also good for her. The beet pulp recipe supplies fiber that is designed to aid your mane pal’s digestive system. This supplement is high in calories and fortified with vitamins to help her reach her nutritional goals. Plus, it’s low in sugar and starch. These tasty treats are perfectly poppable and can be enjoyed right out of the bag",Non-Rx
914022,https://www.chewy.com/modesto-milling-organic-alfalfa-horse/dp/798534,"Modesto Milling Organic Alfalfa Horse Food, 40-lb bag",Modesto Milling,$62.99,$59.84,40 pounds,"Give your “mane” man a little something extra to chew on. Modesto Milling Organic Alfalfa Horse Food is made with organic, sundried, non-GMO alfalfa pellets that have a moderate protein level with a high caloric intake.  They’re a great addition to your horse’s diet if only poor quality forage is available. Plus, you can mix these pellets with water, soak them and feed them as a mash–a great choice if your senior sweetie suffers from tooth challenges.",Non-Rx
295242,https://www.chewy.com/probios-equine-probiotic-apple-flavor/dp/196237,Probios Equine Probiotic Apple Flavor Soft Chew Horse Supplement,Probios,$29.98,$28.48,,"Probios Equine Probiotic Soft Chew Horse Supplement provides your hoofed friend with a boost to his digestive system. It supports the balance of naturally-occurring beneficial bacteria to maintain a healthy appetite and digestion. These apple-flavored chews also help with normal body function and gut balance. Intended for intermittent or supplemental feeding, Probios Equine Probiotic Soft Chew Supplement will get your horse back on track.",Non-Rx
131786,https://www.chewy.com/tough-1-all-natural-himalayan-rock/dp/158830,"Tough-1 All-Natural Himalayan Rock Salt Block Horse Treat, 4.4-lb",Tough-1,$9.91,,4.4 pounds,"The Tough-1 Himalayan Rock Salt Brick comes straight from the Himalayan Mountains. This 100% natural treat provides your horse with iron, potassium and magnesium in a block he’s sure to love. These essential vitamins are vital in maintaining your horse’s health and there’s no easier way to provide those nutrients than through an enticing treat. The rock-hard design is difficult for your horse to break, ensuring it’s safe and long-lasting. Plus, this salt block is much more weather-resistant so it’ll last longer outside than other salt licks!",Non-Rx
214934,https://www.chewy.com/equine-edibles-candy-cane-recipe/dp/241500,"Equine Edibles Candy Cane Recipe Nugget Horse Treats, 2-lb tub",Equine Edibles,$18.95,$18.00,2 pounds,"Treat your mane man to Equine Edibles Candy Cane Nugget Horse Treats! These bite-sized nuggets are inspired by Equine Edibles Carat Cake and Equine Edibles Candy Cane Bran Mash (each sold separately). Each tasty bite is made with wholesome ingredients like steam rolled barley and wheat bran plus chunks of real peppermint. Great for treating horses of all ages, these goodies come packaged in a resealable container for days of fresh, yummy flavor your horse is sure to love.",Non-Rx
